"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12284","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","0","fillNotRequiredFields()","","2026-05-30","skipped","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","281","priceEurAndRub(Language) [2] EN","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","28680","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","2112","pdfFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","pdfFileParsingTest"
"","30138","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","3","thirdTest()","","2026-05-30","passed","2026-05-30","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","2","secondTest()","","2026-05-30","passed","2026-05-30","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","2625","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""30"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","30149","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","7592","xslsFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","30147","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","16","csvFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
"","2611","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","30143","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","broken","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","48","zipFileParsingTest()","","2026-05-30","broken","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","4","jsonFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","2399","downloadFileTest()","","2026-05-30","passed","2026-05-30","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","downloadFileTest"
"","5572","missFillingFields()","","2026-05-30","failed","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
